,Player,Team,Season,cluster,score,zscore,rank,RANK
5378,Kendrick Perkins,Celtics,2005-2006,0,14.6098120115,-0.462049775723,422.0,20.0
5402,Dan Gadzuric,Bucks,2005-2006,0,29.2295181118,-0.262018721159,364.0,15.0
5539,Michael Olowokandi,"Timberwolves, Celtics",2005-2006,0,-49.0521450918,-1.33309111729,659.0,35.0
5579,Theo Ratliff,Trail Blazers,2005-2006,0,41.1227381878,-0.0992922383122,329.0,14.0
5685,Etan Thomas,Wizards,2005-2006,0,-29.9982825646,-1.07239064981,613.0,34.0
5817,Rasho Nesterovic,Spurs,2005-2006,0,-1.84404286575,-0.687176185252,498.0,27.0
5854,Adonal Foyle,Warriors,2005-2006,0,14.4057536625,-0.464841761174,423.0,21.0
6269,Andris Biedrins,Warriors,2005-2006,0,-2.64129427044,-0.698084409955,503.0,28.0
6766,Dikembe Mutombo,Rockets,2005-2006,0,-24.0497014524,-0.991000439577,588.0,33.0
6783,Vitaly Potapenko,"SuperSonics, Kings",2005-2006,0,-123.243330399,-2.34819640973,690.0,36.0
6816,Greg Ostertag,Jazz,2005-2006,0,-16.8215773179,-0.892103150997,562.0,32.0
6832,DeSagana Diop,Mavericks,2005-2006,0,0.972891463202,-0.648634073626,480.0,24.0
122,Yao Ming,Rockets,2006-2007,0,123.628407007,1.02957422645,108.0,6.0
476,Tim Duncan,Spurs,2006-2007,0,192.81995629,1.9762730503,33.0,1.0
540,Jermaine O'Neal,Pacers,2006-2007,0,152.873069567,1.42970817253,65.0,5.0
845,Shaquille O'Neal,Heat,2006-2007,0,75.2621430358,0.36781298987,224.0,11.0
1081,Al Jefferson,Celtics,2006-2007,0,123.001422175,1.02099563834,110.0,7.0
1411,Emeka Okafor,Bobcats,2006-2007,0,167.390014195,1.62833321485,49.0,4.0
2018,Nene,Nuggets,2006-2007,0,86.3399723821,0.519383060513,192.0,10.0
2151,Zydrunas Ilgauskas,Cavaliers,2006-2007,0,61.3756109825,0.177813435035,266.0,13.0
2387,Marcus Camby,Nuggets,2006-2007,0,178.996156709,1.78713181932,39.0,3.0
2560,Samuel Dalembert,Sixers,2006-2007,0,113.294441788,0.888181920313,131.0,8.0
2824,Chris Kaman,Clippers,2006-2007,0,47.0294195869,-0.0184753120936,301.0,15.0
2997,Nick Collison,SuperSonics,2006-2007,0,44.9815737343,-0.0464945323618,308.0,16.0
3039,Andris Biedrins,Warriors,2006-2007,0,100.940635607,0.719153564933,157.0,9.0
3090,Tyson Chandler,Hornets,2006-2007,0,181.320217697,1.81893029509,37.0,2.0
3497,Alonzo Mourning,Heat,2006-2007,0,52.2828785679,0.0534040357442,285.0,14.0
3890,Andrew Bynum,Lakers,2006-2007,0,24.6598138567,-0.324542738736,386.0,18.0
4287,Erick Dampier,Mavericks,2006-2007,0,68.3003257216,0.272559388362,239.0,12.0
4513,Brendan Haywood,Wizards,2006-2007,0,26.1820091932,-0.303715621124,378.0,17.0
4582,Jamaal Magloire,Trail Blazers,2006-2007,0,8.76397447486,-0.542034218587,448.0,22.0
4641,Steven Hunter,Sixers,2006-2007,0,15.6500120958,-0.447817456798,416.0,19.0
4791,Johan Petro,SuperSonics,2006-2007,0,-17.6548289261,-0.903503940916,564.0,31.0
4792,Ike Diogu,"Warriors, Pacers",2006-2007,0,-57.870918573,-1.45375213108,673.0,37.0
4807,Rasho Nesterovic,Raptors,2006-2007,0,-12.5822269177,-0.834099130576,542.0,30.0
4857,Etan Thomas,Wizards,2006-2007,0,2.82521862546,-0.623289996726,469.0,24.0
4871,P.J. Brown,Bulls,2006-2007,0,-20.6398721538,-0.9443461672,577.0,32.0
5136,Charles Hayes,Rockets,2006-2007,0,-39.7262984538,-1.20549218166,635.0,36.0
5295,Kenny Thomas,Kings,2006-2007,0,-39.165322049,-1.19781673996,634.0,35.0
5517,Francisco Elson,Spurs,2006-2007,0,4.97651239374,-0.593855372104,459.0,23.0
5572,Reggie Evans,Nuggets,2006-2007,0,-12.5473255434,-0.83362159986,541.0,29.0
5668,Dan Gadzuric,Bucks,2006-2007,0,-29.9541728625,-1.07178712809,612.0,34.0
5842,Kendrick Perkins,Celtics,2006-2007,0,-3.7310975396,-0.712995414027,509.0,27.0
5912,Brian Skinner,Bucks,2006-2007,0,10.2810048285,-0.521277769766,445.0,21.0
6061,Josh Boone,Nets,2006-2007,0,-0.272831514083,-0.665678416319,488.0,26.0
6618,Dikembe Mutombo,Rockets,2006-2007,0,-3.75008085533,-0.713255149253,510.0,28.0
6660,Melvin Ely,"Bobcats, Spurs",2006-2007,0,-74.8103639377,-1.68552253035,685.0,39.0
6830,DeSagana Diop,Mavericks,2006-2007,0,10.7466553172,-0.514906604869,442.0,20.0
6834,Jake Tsakalidis,"Grizzlies, Rockets",2006-2007,0,-67.9600202105,-1.59179414276,678.0,38.0
6871,Jason Collins,Nets,2006-2007,0,-25.0530520827,-1.0047285736,593.0,33.0
6889,Joel Przybilla,Trail Blazers,2006-2007,0,1.93753277243,-0.635435571752,475.0,25.0
264,Yao Ming,Rockets,2007-2008,0,157.58475909,1.49417487367,57.0,5.0
350,Al Jefferson,Timberwolves,2007-2008,0,144.208630978,1.31115881344,79.0,9.0
383,Dwight Howard,Magic,2007-2008,0,267.42761236,2.99707661637,8.0,1.0
1143,Chris Kaman,Clippers,2007-2008,0,147.90666131,1.36175633585,72.0,7.0
1418,Andrew Bogut,Bucks,2007-2008,0,128.723883813,1.0992920164,96.0,10.0
1481,Zydrunas Ilgauskas,Cavaliers,2007-2008,0,90.7200624832,0.5793127223,180.0,12.0
1555,Emeka Okafor,Bobcats,2007-2008,0,146.586473042,1.34369313748,75.0,8.0
1610,Shaquille O'Neal,"Heat, Suns",2007-2008,0,88.7792478662,0.552757934406,185.0,13.0
1618,Jermaine O'Neal,Pacers,2007-2008,0,50.8972945917,0.0344460743423,289.0,18.0
1741,Andrew Bynum,Lakers,2007-2008,0,179.506535924,1.79411497561,38.0,3.0
2191,Tyson Chandler,Hornets,2007-2008,0,168.193832592,1.63933129104,47.0,4.0
2593,Brendan Haywood,Wizards,2007-2008,0,70.7321585849,0.305832430161,234.0,16.0
2611,Samuel Dalembert,76ers,2007-2008,0,150.245495014,1.39375693622,68.0,6.0
2640,Andris Biedrins,Warriors,2007-2008,0,96.3488272029,0.656327111991,164.0,11.0
3244,Marcus Camby,Nuggets,2007-2008,0,202.126734881,2.10361109139,29.0,2.0
3878,Nazr Mohammed,"Pistons, Bobcats",2007-2008,0,8.23201675562,-0.549312618223,451.0,22.0
4349,Kendrick Perkins,Celtics,2007-2008,0,66.4181913235,0.246807480225,247.0,17.0
4839,Erick Dampier,Mavericks,2007-2008,0,79.198955533,0.421677599051,208.0,15.0
4905,Johan Petro,SuperSonics,2007-2008,0,-38.4057943106,-1.18742466139,632.0,25.0
5157,Sean Williams,Nets,2007-2008,0,29.5533461159,-0.257588012585,363.0,20.0
5639,Joel Przybilla,Trail Blazers,2007-2008,0,86.6849613447,0.524103299452,191.0,14.0
6383,Amir Johnson,Pistons,2007-2008,0,-3.91370693983,-0.715493928748,512.0,23.0
6581,Dan Gadzuric,Bucks,2007-2008,0,-29.1200149563,-1.06037393793,610.0,24.0
6635,Dikembe Mutombo,Rockets,2007-2008,0,24.2794590966,-0.329746862763,389.0,21.0
6706,DeSagana Diop,"Mavericks, Nets",2007-2008,0,35.9324439746,-0.170307347497,345.0,19.0
187,Al Jefferson,Timberwolves,2008-2009,0,124.019415087,1.03492411229,107.0,6.0
395,Dwight Howard,Magic,2008-2009,0,274.58516257,3.09500829207,3.0,1.0
505,Yao Ming,Rockets,2008-2009,0,145.271983319,1.32570790825,77.0,3.0
545,Tim Duncan,Spurs,2008-2009,0,152.305002844,1.42193571904,66.0,2.0
763,Shaquille O'Neal,Suns,2008-2009,0,131.955616884,1.1435095246,88.0,5.0
1430,Andrew Bynum,Lakers,2008-2009,0,120.924067606,0.992572671254,115.0,7.0
1695,Jermaine O'Neal,"Raptors, Heat",2008-2009,0,62.4013087497,0.191847329057,264.0,17.0
1715,Emeka Okafor,Bobcats,2008-2009,0,139.527522139,1.24711052606,83.0,4.0
2077,Chris Kaman,Clippers,2008-2009,0,25.9330263539,-0.307122276468,380.0,21.0
2157,Andris Biedrins,Warriors,2008-2009,0,116.658108454,0.934204582186,126.0,8.0
2209,Andrew Bogut,Bucks,2008-2009,0,93.9105557361,0.622965975352,168.0,10.0
2427,Jason Thompson,Kings,2008-2009,0,47.5249841693,-0.0116948539001,298.0,19.0
3372,Greg Oden,Trail Blazers,2008-2009,0,81.2384847614,0.449583028857,202.0,13.0
3387,Tyson Chandler,Hornets,2008-2009,0,112.805185923,0.881487779824,132.0,9.0
3518,Kendrick Perkins,Celtics,2008-2009,0,78.8197342438,0.416488983501,213.0,15.0
4292,Roy Hibbert,Pacers,2008-2009,0,-46.5579962507,-1.29896545023,653.0,26.0
4475,Joakim Noah,Bulls,2008-2009,0,58.6005817572,0.139844681179,271.0,18.0
4672,Samuel Dalembert,76ers,2008-2009,0,93.2398188799,0.613788759356,173.0,11.0
4683,Chris Andersen,Nuggets,2008-2009,0,81.6662228618,0.455435465473,201.0,12.0
5101,Erick Dampier,Mavericks,2008-2009,0,39.0698286454,-0.127380741452,336.0,20.0
5238,Joel Przybilla,Trail Blazers,2008-2009,0,72.4775878401,0.329713898926,229.0,16.0
5972,DeAndre Jordan,Clippers,2008-2009,0,78.8243647596,0.41655233956,212.0,14.0
6020,Lou Amundson,Suns,2008-2009,0,-10.0590686112,-0.799576547603,534.0,24.0
6413,Amir Johnson,Pistons,2008-2009,0,-28.9545214395,-1.05810960769,608.0,25.0
6697,Jamaal Magloire,Heat,2008-2009,0,12.1035104707,-0.496341719543,435.0,22.0
6844,DeSagana Diop,"Mavericks, Bobcats",2008-2009,0,-46.5670411474,-1.29908920513,654.0,27.0
6856,Joel Anthony,Heat,2008-2009,0,-2.09632373268,-0.690627965166,500.0,23.0
678,Dwight Howard,Magic,2009-2010,0,265.879379935,2.97589325176,10.0,1.0
680,Pau Gasol,Lakers,2009-2010,0,156.486621115,1.47914983173,60.0,2.0
1108,Andrew Bogut,Bucks,2009-2010,0,145.961540661,1.33514263158,76.0,3.0
1273,Andrew Bynum,Lakers,2009-2010,0,106.35825434,0.793278994058,141.0,7.0
1626,Jermaine O'Neal,Heat,2009-2010,0,62.4888336566,0.193044870192,263.0,15.0
2091,Shaquille O'Neal,Cavaliers,2009-2010,0,44.0640443946,-0.0590484346201,315.0,17.0
2223,Roy Hibbert,Pacers,2009-2010,0,22.9781553494,-0.347551677652,394.0,18.0
2555,Joakim Noah,Bulls,2009-2010,0,123.457102545,1.02723038917,109.0,4.0
2675,Emeka Okafor,Hornets,2009-2010,0,90.7720851398,0.58002451136,179.0,9.0
2770,Kendrick Perkins,Celtics,2009-2010,0,63.2506930303,0.203468850872,260.0,14.0
3239,Brendan Haywood,"Wizards, Mavericks",2009-2010,0,120.117128375,0.981531894907,117.0,5.0
3327,Taj Gibson,Bulls,2009-2010,0,60.5435776261,0.166429313593,269.0,16.0
3699,Samuel Dalembert,Sixers,2009-2010,0,104.466447578,0.767394745847,147.0,8.0
3813,Nazr Mohammed,Bobcats,2009-2010,0,2.29332408329,-0.630567531955,473.0,23.0
3882,DeJuan Blair,Spurs,2009-2010,0,-17.4480127884,-0.9006742226,563.0,25.0
4583,Tyson Chandler,Bobcats,2009-2010,0,67.7313598675,0.264774632702,243.0,11.0
4770,Amir Johnson,Raptors,2009-2010,0,4.85478795685,-0.595520841116,460.0,22.0
4933,Erick Dampier,Mavericks,2009-2010,0,65.9183474247,0.239968471183,249.0,12.0
4984,Chris Andersen,Nuggets,2009-2010,0,114.672378642,0.90703525158,130.0,6.0
5500,Andris Biedrins,Warriors,2009-2010,0,64.5476337674,0.221213969794,254.0,13.0
5656,DeAndre Jordan,Clippers,2009-2010,0,76.536931393,0.385255013511,219.0,10.0
5718,Lou Amundson,Suns,2009-2010,0,19.8963889691,-0.389717298134,411.0,19.0
5991,Zaza Pachulia,Hawks,2009-2010,0,-43.583098313,-1.25826203474,646.0,28.0
6091,Joel Przybilla,Trail Blazers,2009-2010,0,-0.799005972734,-0.672877687708,491.0,24.0
6354,Marcin Gortat,Magic,2009-2010,0,7.58613271877,-0.558149790744,452.0,20.0
6535,Kwame Brown,Pistons,2009-2010,0,-69.8291067162,-1.61736752585,680.0,31.0
6623,Hasheem Thabeet,Grizzlies,2009-2010,0,5.66679227764,-0.584410762741,457.0,21.0
6648,Kurt Thomas,Bucks,2009-2010,0,-62.608995346,-1.51857987023,675.0,30.0
6716,Jon Brockman,Kings,2009-2010,0,-59.0250240068,-1.469542936,674.0,29.0
6741,Joel Anthony,Heat,2009-2010,0,-22.7388279644,-0.973064688721,584.0,26.0
6755,Jeff Ayres,Trail Blazers,2009-2010,0,-25.1738369302,-1.00638118687,594.0,27.0
204,Dwight Howard,Magic,2010-2011,0,283.908950404,3.22257905854,1.0,1.0
437,Kevin Love,Timberwolves,2010-2011,0,142.520609614,1.28806281608,81.0,2.0
640,Al Jefferson,Jazz,2010-2011,0,127.341067121,1.08037191779,100.0,5.0
806,Carlos Boozer,Bulls,2010-2011,0,92.2752564252,0.600591336392,175.0,13.0
1476,DeMarcus Cousins,Kings,2010-2011,0,63.2973569243,0.20410731979,259.0,17.0
1848,Andrew Bogut,Bucks,2010-2011,0,131.296822943,1.13449571503,89.0,4.0
1883,Roy Hibbert,Pacers,2010-2011,0,76.3820875008,0.383136394516,220.0,14.0
1950,Chris Kaman,Clippers,2010-2011,0,22.3436882665,-0.356232640102,396.0,28.0
2216,Joakim Noah,Bulls,2010-2011,0,119.183794326,0.968761748033,118.0,7.0
2342,Andrew Bynum,Lakers,2010-2011,0,138.250392333,1.22963646605,84.0,3.0
2681,Emeka Okafor,Hornets,2010-2011,0,109.658771099,0.838437620601,135.0,9.0
2743,Marcin Gortat,"Magic, Suns",2010-2011,0,64.8319580552,0.225104177076,253.0,16.0
2789,Tyson Chandler,Mavericks,2010-2011,0,120.890442327,0.992112600439,116.0,6.0
2792,JaVale McGee,Wizards,2010-2011,0,117.329066245,0.943384821073,125.0,8.0
2837,Kris Humphries,Nets,2010-2011,0,102.761325253,0.744064768174,153.0,11.0
2899,Serge Ibaka,Thunder,2010-2011,0,96.4729531146,0.658025438677,163.0,12.0
3037,Amir Johnson,Raptors,2010-2011,0,47.6950893863,-0.00936742503732,296.0,20.0
3200,Shaquille O'Neal,Celtics,2010-2011,0,27.3954880667,-0.287112451601,371.0,26.0
3261,Anderson Varejao,Cavaliers,2010-2011,0,47.0410891981,-0.0183156450934,300.0,21.0
3378,Jason Thompson,Kings,2010-2011,0,-7.19313534349,-0.7603640183,522.0,32.0
3407,Darko Milicic,Timberwolves,2010-2011,0,33.4197698442,-0.204686482935,350.0,23.0
3619,DeJuan Blair,Spurs,2010-2011,0,60.7209294475,0.168855892596,268.0,18.0
3730,Samuel Dalembert,Kings,2010-2011,0,57.2547213436,0.12143022907,273.0,19.0
3790,Kwame Brown,Bobcats,2010-2011,0,27.3955412313,-0.287111724188,370.0,25.0
3916,Ed Davis,Raptors,2010-2011,0,24.9239905181,-0.320928197117,384.0,27.0
4244,Nazr Mohammed,"Bobcats, Thunder",2010-2011,0,-8.41817292795,-0.777125337455,529.0,33.0
4283,DeAndre Jordan,Clippers,2010-2011,0,104.32201717,0.765418607153,148.0,10.0
4409,Derrick Favors,"Nets, Jazz",2010-2011,0,42.6476892085,-0.0784274166294,325.0,22.0
4629,Robin Lopez,Suns,2010-2011,0,-42.370295833,-1.24166811983,643.0,42.0
5213,Nikola Pekovic,Timberwolves,2010-2011,0,-82.5559666989,-1.79150011143,688.0,46.0
5519,Zydrunas Ilgauskas,Heat,2010-2011,0,-55.007862924,-1.4145789742,665.0,44.0
5530,Andris Biedrins,Warriors,2010-2011,0,13.2329820193,-0.480887962578,429.0,29.0
5723,Marcus Camby,Trail Blazers,2010-2011,0,68.0431772944,0.269041009077,241.0,15.0
5756,Nick Collison,Thunder,2010-2011,0,-10.6216635493,-0.807274134544,536.0,34.0
5867,Shelden Williams,"Nuggets, Knicks",2010-2011,0,-34.9008141529,-1.13946850739,624.0,41.0
5882,Brendan Haywood,Mavericks,2010-2011,0,32.0426595365,-0.223528505147,356.0,24.0
5903,Reggie Evans,Raptors,2010-2011,0,-22.4284593921,-0.968818135993,583.0,38.0
6171,Semih Erden,"Celtics, Cavaliers",2010-2011,0,-14.7586313719,-0.863877326877,551.0,37.0
6390,Johan Petro,Nets,2010-2011,0,-30.2107548247,-1.07529775683,615.0,39.0
6497,Jeff Foster,Pacers,2010-2011,0,-32.8778078776,-1.11178914941,621.0,40.0
6587,Aaron Gray,Hornets,2010-2011,0,-13.3763022723,-0.844963899641,546.0,36.0
6593,Joey Dorsey,Raptors,2010-2011,0,-12.9262012474,-0.838805487012,543.0,35.0
6723,Dan Gadzuric,"Warriors, Nets",2010-2011,0,-44.3598691724,-1.26889003869,648.0,43.0
6728,Omer Asik,Bulls,2010-2011,0,-2.84716583192,-0.700901204306,504.0,31.0
6863,Jon Brockman,Bucks,2010-2011,0,-69.1433906064,-1.60798535937,679.0,45.0
6881,Joel Anthony,Heat,2010-2011,0,-1.8744544836,-0.687592285819,499.0,30.0
387,Dwight Howard,Magic,2011-2012,0,230.091928763,2.4862389763,15.0,1.0
624,Andrew Bynum,Lakers,2011-2012,0,177.821103625,1.77105440258,41.0,2.0
714,DeMarcus Cousins,Kings,2011-2012,0,121.048850597,0.994279988297,113.0,7.0
1194,Tim Duncan,Spurs,2011-2012,0,103.266654689,0.750978831925,151.0,9.0
1197,Marcin Gortat,Suns,2011-2012,0,97.192821669,0.667874888802,161.0,10.0
1551,Nikola Pekovic,Timberwolves,2011-2012,0,43.2712100705,-0.0698962235463,321.0,18.0
1746,Chris Kaman,Hornets,2011-2012,0,54.6771155851,0.0861626802845,279.0,15.0
1822,Roy Hibbert,Pacers,2011-2012,0,95.2136885422,0.640795815957,166.0,11.0
2339,JaVale McGee,"Wizards, Nuggets",2011-2012,0,114.821524247,0.909075904959,128.0,8.0
2360,Tyson Chandler,Knicks,2011-2012,0,154.703755087,1.45475614221,64.0,4.0
2467,Elton Brand,76ers,2011-2012,0,63.5164899341,0.207105561118,258.0,14.0
2728,Kenneth Faried,Nuggets,2011-2012,0,93.2442795508,0.613849791548,172.0,12.0
2750,Joakim Noah,Bulls,2011-2012,0,125.623902519,1.05687717419,105.0,5.0
3020,Spencer Hawes,76ers,2011-2012,0,10.9950755289,-0.511507647559,441.0,24.0
3236,Serge Ibaka,Thunder,2011-2012,0,124.375625738,1.03979788962,106.0,6.0
3259,Jason Thompson,Kings,2011-2012,0,36.5457643816,-0.161915719994,344.0,19.0
3412,Marreese Speights,"76ers, Grizzlies",2011-2012,0,-6.0803424927,-0.745138464112,518.0,28.0
3786,Kevin Seraphin,Wizards,2011-2012,0,26.8152509399,-0.29505142408,374.0,20.0
4015,Samuel Dalembert,Rockets,2011-2012,0,67.5726747855,0.262603457435,244.0,13.0
4100,DeAndre Jordan,Clippers,2011-2012,0,158.417210745,1.5055647184,55.0,3.0
5035,Ian Mahinmi,Mavericks,2011-2012,0,7.49826998681,-0.559351954099,453.0,25.0
5223,Kosta Koufos,Nuggets,2011-2012,0,26.5588332174,-0.298559805649,376.0,21.0
5249,Robin Lopez,Suns,2011-2012,0,-34.783787728,-1.13786731794,623.0,32.0
5251,Timofey Mozgov,Nuggets,2011-2012,0,2.56377053388,-0.626867205263,472.0,26.0
5383,Brendan Haywood,Mavericks,2011-2012,0,23.2585752133,-0.34371489183,393.0,23.0
5392,Bismack Biyombo,Bobcats,2011-2012,0,53.3677088088,0.0682469974034,283.0,16.0
5609,Marcus Camby,"Trail Blazers, Rockets",2011-2012,0,48.8165036477,0.00597608978968,293.0,17.0
5835,Nick Collison,Thunder,2011-2012,0,-3.67262215297,-0.712195336846,508.0,27.0
6222,Aaron Gray,Raptors,2011-2012,0,-35.934811127,-1.15361595356,627.0,33.0
6389,Lou Amundson,Pacers,2011-2012,0,-24.5230733173,-0.99747725058,590.0,31.0
6455,Joel Anthony,Heat,2011-2012,0,23.340911471,-0.342588343297,391.0,22.0
6611,Omer Asik,Bulls,2011-2012,0,-15.1230950333,-0.868864024287,554.0,30.0
6681,Greg Stiemsma,Celtics,2011-2012,0,-8.92305806852,-0.784033322227,531.0,29.0
6744,Nazr Mohammed,Thunder,2011-2012,0,-39.7681983686,-1.20606546843,636.0,34.0
6911,Andris Biedrins,Warriors,2011-2012,0,-41.8266355548,-1.23422960239,641.0,35.0
6926,Jamaal Magloire,Raptors,2011-2012,0,-42.1961620108,-1.23928557043,642.0,36.0
1483,Marc Gasol,Grizzlies,2012-2013,0,109.119520912,0.831059443307,137.0,8.0
1757,Nikola Vucevic,Magic,2012-2013,0,121.034090392,0.994078034894,114.0,5.0
2144,Joakim Noah,Bulls,2012-2013,0,161.55761584,1.54853265076,52.0,1.0
2152,Roy Hibbert,Pacers,2012-2013,0,105.239969403,0.777978295564,146.0,9.0
2224,Tristan Thompson,Cavaliers,2012-2013,0,104.184162821,0.763532444014,149.0,10.0
2268,Kenneth Faried,Nuggets,2012-2013,0,117.815097739,0.950034844789,123.0,7.0
2409,Marcin Gortat,Suns,2012-2013,0,65.2199848249,0.23041327176,251.0,13.0
2510,Jason Thompson,Kings,2012-2013,0,33.1742667531,-0.208045527355,352.0,20.0
2628,Chris Kaman,Mavericks,2012-2013,0,-11.5992394654,-0.820649611456,539.0,29.0
2652,Tyson Chandler,Knicks,2012-2013,0,161.334817003,1.54548425253,53.0,2.0
2768,Omer Asik,Rockets,2012-2013,0,118.798846026,0.963494773871,120.0,6.0
2922,Larry Sanders,Bucks,2012-2013,0,152.259093821,1.42130757848,67.0,3.0
3249,Kevin Seraphin,Wizards,2012-2013,0,-29.0448476118,-1.05934547655,609.0,34.0
3277,JaVale McGee,Nuggets,2012-2013,0,88.5718361544,0.549920067273,188.0,12.0
3336,Jonas Valanciunas,Raptors,2012-2013,0,46.4220578537,-0.0267854112966,303.0,16.0
3383,DeAndre Jordan,Clippers,2012-2013,0,130.151399197,1.11882369548,93.0,4.0
3647,Jermaine O'Neal,Suns,2012-2013,0,2.84081913238,-0.623076546071,468.0,28.0
3758,Kosta Koufos,Nuggets,2012-2013,0,48.0562984109,-0.00442525851194,295.0,15.0
3783,Taj Gibson,Bulls,2012-2013,0,23.7863701852,-0.336493448109,390.0,21.0
3798,Andre Drummond,Pistons,2012-2013,0,101.174372083,0.722351615129,156.0,11.0
3805,Tyler Zeller,Cavaliers,2012-2013,0,13.5264283698,-0.476872944592,428.0,25.0
3925,Ed Davis,"Raptors, Grizzlies",2012-2013,0,20.3500513641,-0.383510157808,410.0,24.0
4503,Samuel Dalembert,Bucks,2012-2013,0,22.2958586223,-0.356887059151,397.0,22.0
4889,John Henson,Bucks,2012-2013,0,-26.8469981508,-1.02927386345,599.0,33.0
4898,Greg Smith,Rockets,2012-2013,0,38.5907354637,-0.133935833169,338.0,19.0
5027,Andrew Bogut,Warriors,2012-2013,0,44.7637482984,-0.0494748830865,311.0,17.0
5494,Ian Mahinmi,Pacers,2012-2013,0,-20.5305203824,-0.942849984581,576.0,32.0
5564,Chris Andersen,Heat,2012-2013,0,40.6645729556,-0.105560987761,332.0,18.0
5627,Bismack Biyombo,Bobcats,2012-2013,0,50.2927205018,0.0261741164846,292.0,14.0
5814,Reggie Evans,Nets,2012-2013,0,20.6051319635,-0.380020071144,407.0,23.0
6133,Greg Stiemsma,Timberwolves,2012-2013,0,-16.5730461961,-0.888702676184,559.0,30.0
6394,Brendan Haywood,Bobcats,2012-2013,0,-18.6757562905,-0.917472564904,568.0,31.0
6717,Aaron Gray,Raptors,2012-2013,0,-71.0454472193,-1.63400984902,682.0,36.0
6725,Hamed Haddadi,"Grizzlies, Suns",2012-2013,0,-52.7183052638,-1.38325258295,663.0,35.0
6811,Festus Ezeli,Warriors,2012-2013,0,11.4496611008,-0.505287876059,438.0,27.0
6820,Hasheem Thabeet,Thunder,2012-2013,0,13.0500517321,-0.483390867768,432.0,26.0
209,DeMarcus Cousins,Kings,2013-2014,0,176.754824368,1.75646526086,42.0,3.0
820,Nikola Pekovic,Timberwolves,2013-2014,0,54.5022613849,0.0837702744583,280.0,15.0
1248,Serge Ibaka,Thunder,2013-2014,0,147.38083647,1.35456184805,73.0,4.0
1255,Tim Duncan,Spurs,2013-2014,0,127.881492868,1.08776617943,99.0,5.0
1443,Nikola Vucevic,Magic,2013-2014,0,92.2698238305,0.600517006059,176.0,8.0
1637,Andre Drummond,Pistons,2013-2014,0,197.987910356,2.04698249511,31.0,2.0
1738,Spencer Hawes,"76ers, Cavaliers",2013-2014,0,64.0799926444,0.214815568462,255.0,14.0
2140,Amar'e Stoudemire,Knicks,2013-2014,0,13.1423181437,-0.482128451992,431.0,26.0
2206,Tristan Thompson,Cavaliers,2013-2014,0,77.1671211941,0.393877452951,217.0,11.0
2346,Jonas Valanciunas,Raptors,2013-2014,0,78.8246171728,0.416555793151,211.0,9.0
2418,John Henson,Bucks,2013-2014,0,45.1077774368,-0.0447677767404,306.0,17.0
2432,Robin Lopez,Trail Blazers,2013-2014,0,96.6673026552,0.660684585399,162.0,7.0
2552,Roy Hibbert,Pacers,2013-2014,0,66.0094415128,0.241214846889,248.0,13.0
2653,DeAndre Jordan,Clippers,2013-2014,0,270.349726829,3.03705783315,5.0,1.0
2676,Chris Kaman,Lakers,2013-2014,0,24.9112371587,-0.321102692275,385.0,22.0
2976,Jordan Hill,Lakers,2013-2014,0,15.0570917653,-0.455929964544,419.0,25.0
3120,Timofey Mozgov,Nuggets,2013-2014,0,40.6921430246,-0.10518376609,331.0,20.0
3577,Anderson Varejao,Cavaliers,2013-2014,0,53.0893293476,0.0644381289612,284.0,16.0
3587,Kris Humphries,Celtics,2013-2014,0,3.34567218837,-0.61616900029,467.0,30.0
3719,Miles Plumlee,Suns,2013-2014,0,78.3689654575,0.410321434369,215.0,10.0
3974,Henry Sims,"Cavaliers, 76ers",2013-2014,0,-14.9027775553,-0.865849576721,553.0,37.0
4114,Andrew Bogut,Warriors,2013-2014,0,105.795497387,0.785579190383,143.0,6.0
4236,Jason Thompson,Kings,2013-2014,0,4.69853722019,-0.597658708965,463.0,29.0
4534,Samuel Dalembert,Mavericks,2013-2014,0,43.8361871942,-0.0621660428513,319.0,19.0
4645,Kosta Koufos,Grizzlies,2013-2014,0,22.1545127037,-0.358820994961,399.0,23.0
